product,price,category,link,image,description
Bsw Green Treated Pointed Pegs 50 x 50mm x 1.2m,7.92,Site Pegs,https://www.travisperkins.co.uk/site-pegs/bsw-green-treated-pointed-pegs-50-x-50mm-x-1-2m/p/944347,https://dam-assets.apps.travisperkins.group/oj0mn73/GPID_1100870322_IMG_00.jpg?width=300&height=300,"High pressure treated pointed site pegsHigh pressure treated to UC3 in an attractive green finish for improved durabilityHigh Pressure treated with Tanalith 'E' (or similar)All of our softwoods are responsibly sourcedOther lengths available to orderRange of lengths normally available: 450mm, 600mm and 1200mmView more"
End Banded Timber Scaffold Boards BS2482 38mm x 225mm x 3.9m,60.89,Scaffold Boards,https://www.travisperkins.co.uk/scaffold-boards/end-banded-timber-scaffold-boards-bs2482-38mm-x-225mm-x-3-9m/p/861911,https://dam-assets.apps.travisperkins.group/NmDL6/GPID_1000261093_IMG_00.jpg?width=300&height=300,"Our scaffold boards are graded in accordance with the industry standard BS2482. As well as scaffolding they are often used on site for a variety of other uses, walkways across muddy ground and other kneeling boards etc.Graded in accordance with BS2482All of our softwoods are responsibly sourcedEnd banded to reduce splittingProduced from Imported, Slow Grown timber giving excellent stabilityView more"
End Banded Timber Scaffold Boards BS2482 38mm x 225mm x 3.0m,48.78,Scaffold Boards,https://www.travisperkins.co.uk/scaffold-boards/end-banded-timber-scaffold-boards-bs2482-38mm-x-225mm-x-3-0m/p/861914,https://dam-assets.apps.travisperkins.group/v6wpz9w/GPID_1000261094_IMG_00.jpg?width=300&height=300,"Our scaffold boards are graded in accordance with the industry standard BS2482Graded in accordance with BS2482All of our softwoods are responsibly sourcedEnd banded to reduce splittingProduced from Imported, Slow Grown timber giving excellent stability"
Supreme Prestressed Textured Concrete Lintel 100mm x 140mm R15,32.54,Concrete Lintels,https://www.travisperkins.co.uk/concrete-lintels/supreme-prestressed-textured-concrete-lintel-100mm-x-140mm-r15/p/9000172443,https://dam-assets.apps.travisperkins.group/l15Gb/GPID_1000195568_IMG_00.jpeg?width=300&height=300,"Precision made, high performance structural concrete lintelsLintels are designed and manufactured in accordance with BS 5977; Part 2; 1983Declaration of Performance available at www.supreme-ce.co.ukHarmonized Technical Specification EN 845-2:2013Order in singles. See Tech Spec for pack quantity.This product isn't available for delivery in ScotlandView more"
Supreme Prestressed Textured Concrete Lintel 65mm x 100mm P100,13.45,Concrete Lintels,https://www.travisperkins.co.uk/concrete-lintels/supreme-prestressed-textured-concrete-lintel-65mm-x-100mm-p100/p/9000174486,https://dam-assets.apps.travisperkins.group/abpQj/GPID_1000195503_IMG_00.jpeg?width=300&height=300,"This lintel from Supreme Concrete is manufactured using lightweight aggregate concrete, making it easier to handle and giving greater resistance to heat transmittance. Ideal for providing masonry support window and door openings in brickwork, this lintel has a steel reinforcing rod through the middle for additional strength.Can be used for bearing under steel as a padstone or bridging across manhole openingsEasy to installCoarse texturedReversibleHarmonised technical specification EN 845-2:2013Conforms to BS 5977 Part 2 1983View more"
Supreme Prestressed Textured Concrete Lintel 65mm x 140mm P150,23.80,Concrete Lintels,https://www.travisperkins.co.uk/clearance/supreme-prestressed-textured-concrete-lintel-65mm-x-140mm-p150/p/9000172446,https://dam-assets.apps.travisperkins.group/lmkJV/GPID_1000195499_IMG_00.jpg?width=300&height=300,"Prestressed concrete lintels are an excellent solution in providing economical and robust masonry support over door and window openings. They can accept a wide range of surface finishes without special preparation and come in a variety of sizes and loadings. A prestressing process gives the concrete lintel a high strength to section ratio, minimizing costs and making for safer manual handling.The only concrete lintels to carry the BSI Kitemark.Textured finish to lintels provides an ideal key for renderingA range of complementary padstones is available to provide the perfect support for your Supreme lintelsManufactured in accordance with EN 845-2:2013The loads on the lintels should be assessed in accordance with the method described in Eurocode 2 EN 1992-1-1-:2004.Lintels are supplied in a standard range of lengths and can be cut to length as required.This product isn't available for delivery in ScotlandView more"
Supreme Prestressed Textured Concrete Lintel 65mm x 215mm P220,100.57,Concrete Lintels,https://www.travisperkins.co.uk/concrete-lintels/supreme-prestressed-textured-concrete-lintel-65mm-x-215mm-p220/p/9000174487,https://dam-assets.apps.travisperkins.group/oDLL1/GPID_1000195524_IMG_00.jpeg?width=300&height=300,"Precision made, high performance structural concrete lintelsLintels are designed and manufactured in accordance with BS 5977; Part 2; 1983Declaration of Performance available at www.supreme-ce.co.ukHarmonized Technical Specification EN 845-2:2013Order in singles. See Tech Spec for pack quantity.This product isn't available for delivery in ScotlandView more"
Supreme LIN Fireplace Lintel 100 x 145 x 865 - Pack of 12,589.39,Concrete Lintels,https://www.travisperkins.co.uk/concrete-lintels/supreme-lin-fireplace-lintel-100-x-145-x-865-pack-of-12/p/752760,https://dam-assets.apps.travisperkins.group/MQLwk/GPID_1000333191_IMG_00.jpg?width=300&height=300,Durable and easy to installDurableEasy to installThis product isn't available for delivery in Scotland
John Brash BS5534 Red Graded Treated Timber Roofing Batten 25mm x 50mm,5.93,Roofing Batten,https://www.travisperkins.co.uk/roofing-batten/john-brash-bs5534-red-graded-treated-timber-roofing-batten-25mm-x-50mm/p/9000044441,https://dam-assets.apps.travisperkins.group/J5QLZ/GPID_1000773649_IMG_00.jpeg?width=300&height=300,"For fixing roof tiles, slates and sheetsGraded to BS5534Pressure treated to enhance resistance to rot and insect attack.All of our softwoods are responsibly sourced"
Treated Roofing Batten 25 x 50MM 4.8M BS5534,7.84,Roofing Batten,https://www.travisperkins.co.uk/roofing-batten/treated-roofing-batten-25-x-50mm-4-8m-bs5534/p/233475,https://dam-assets.apps.travisperkins.group/ygqw2/GPID_1000687331_IMG_00.png?width=300&height=300,Roofing battens suitable to provide the fixing point for roofing materials such as shingles or tiles.Calibrated spruce and pine roofing battens with coloured VAC-VAC treatment
Treated Roofing Batten 25 x 50MM 4.2M BS5534,10.49,Roofing Batten,https://www.travisperkins.co.uk/roofing-batten/treated-roofing-batten-25-x-50mm-4-2m-bs5534/p/621610,https://dam-assets.apps.travisperkins.group/n8043/GPID_1000687508_IMG_00.png?width=300&height=300,Roofing battens suitable to provide the fixing point for roofing materials such as shingles or tiles.Calibrated spruce and pine roofing battens with coloured VAC-VAC treatment
Bsw Green Treated BS5534 Roofing Batten 25 x 50mm x 4.8m,7.79,Roofing Batten,https://www.travisperkins.co.uk/roofing-batten/bsw-green-treated-bs5534-roofing-batten-25-x-50mm-x-4-8m/p/944372,https://dam-assets.apps.travisperkins.group/orm660r/GPID_1100870315_IMG_00.png?width=300&height=300,"Pressure treated BS5534 graded roofing battenHigh pressure treated to UC2 in an attractive green finish for improved durabilityCalibrated spruce and pine roofing battens with coloured VAC-VAC treatmentCertified, meaning that the timber is sourced from sustainable forestsMade from slow grown European softwood"
Liquid Science Mouldaway Mould Remover 1 Litre,15.38,Cleaning Chemicals,https://www.travisperkins.co.uk/cleaning-chemicals/liquid-science-mouldaway-mould-remover-1-litre/p/362231,https://dam-assets.apps.travisperkins.group/dR5pd/GPID_1000268721_IMG_00.jpeg?width=300&height=300,"MOULDAWAY is the perfect solution for sanitising most hard surfaces. It is particularly suitable for the removal of pink and black mould from shower stall walls, from the grout between bathroom tiles and from shower curtains. It's triple action formula covers a broad spectrum of issues and provides the one product, one treatment solution needed in today's complex environment.Effective against 99.9% of viruses, although most viruses have short lives outside of a host, it is the perfect, easy solution when wiped over most hard surfaces.Can be used on chrome, stainless steel, white grouting, Formica, plastic, acrylic baths, showers, ceramic basins, toilets and most other hard surfaces.No need to scrub - contains active bleaching agentsTriple action formula - easily removes ingrained moulds and bacteriaFor the removal of mould growthsView more"
Liquid Science Viscosan Toilet Descaler and Cleaner 1 Litre,11.89,Cleaning Chemicals,https://www.travisperkins.co.uk/cleaning-chemicals/liquid-science-viscosan-toilet-descaler-and-cleaner-1-litre/p/793911,https://dam-assets.apps.travisperkins.group/Q0p1d/GPID_1000079072_IMG_00.png?width=300&height=300,"A concentrated, perfumed, thick toilet cleaner and descaler which quickly removes scale and organic stains from urinals and bowls and pleasant to useQuickly removes scale and organic stains from urinals and bowlsIts powerful action kills bacteria and makes urinals safePleasant to use"
Liquid Science CLEAR-A-DRAIN 1 Litre,17.23,Cleaning Chemicals,https://www.travisperkins.co.uk/cleaning-chemicals/liquid-science-clear-a-drain-1-litre/p/505594,https://dam-assets.apps.travisperkins.group/V08xR/GPID_1000330147_IMG_00.jpeg?width=300&height=300,"A radical chemical blend containing a sophisticated mixture of alkaline materials and wetting agents to attack varied types of blockages whether caused by hair, grease, fat, oils, etc.. Heavier than water the unique formula holds the active chemicals together, allowing them to sink to the source of the problem with minimum loss of activity.Heavy duty formulation makes it suitable for both the shock treatment and regular dosing of drains all year roundWhen used as a preventative maintenance measure will ensure free flowing systemsIt is the most powerful liquid alkali chemical blend availableVersatile – can be used in all types of drains and grease trapsReduces foul odours – kills bacteria, fungi and algae; destroys decomposing and rotting matter that are often the cause of offensive smellsNo harsh fumes – remains stable at high temperaturesHarmless to the environment – causes no hazards when critical dilution is exceededCLEAR-A-DRAIN is 100% water soluble and mixes with hard or soft waterView more"
Arctic Blow Pipe Spray Duster 120ml ZE29,16.26,Cleaning Chemicals,https://www.travisperkins.co.uk/cleaning-chemicals/arctic-blow-pipe-spray-duster-120ml-ze29/p/241648,https://dam-assets.apps.travisperkins.group/orm69ww/GPID_1100415275_IMG_00.jpg?width=300&height=300,"High power duster spray, designed to force dust and debris out of hard to reach areas.150ml canNon-flammable formula for safetyCan be used invertedIdeal non-contact cleaning agent"
British Gypsum Gyproc Fireline Plasterboard Tapered Edge 2400mm x 1200mm x 12...,19.31,Fire Resistant Boards,https://www.travisperkins.co.uk/fire-resistant-boards/british-gypsum-gyproc-fireline-plasterboard-tapered-edge-2400mm-x-1200mm-x-12-5mm-2-88m-sheet/p/822553,https://dam-assets.apps.travisperkins.group/R6R1r/GPID_1000134715_IMG_00.jpeg?width=300&height=300,"Gyproc Fireline Plasterboard is a fire resistant plasterboard that consists of an aerated gypsum core with glass fibre and other additives encased in, and firmly bonded to, strong paper liners that are pink. This product is suitable for Drylining, wall lining and ceiling systems where increased fire protection is essential. This tapered edged plasterboard is perfect protection for structural steel.Enhanced fire protection, for use in partitions and ceiling applications to meet the requirements of building regulationsComplies with EN 520 – Type FIdea where stringent fire performance is required such as in domestic separating walls, corridors, garages and steel encasementAvailable in tapered and square edgeThermal Conductivity 0.24W/mKView more"
British Gypsum Gyproc Fireline Plasterboard Square Edge 1800mm x 900mm x 12.5...,15.25,Fire Resistant Boards,https://www.travisperkins.co.uk/fire-resistant-boards/british-gypsum-gyproc-fireline-plasterboard-square-edge-1800mm-x-900mm-x-12-5mm/p/751327,https://dam-assets.apps.travisperkins.group/R0Xm1/GPID_1000328860_IMG_00.jpeg?width=300&height=300,"Gyproc Fireline Plasterboard is a fire resistant plasterboard that consists of an aerated gypsum core with glass fibre and other additives encased in, and firmly bonded to, strong paper liners that are pink. This product is suitable for Drylining, wall lining and ceiling systems where increased fire protection is essential. This Square edged plasterboard is perfect protection for structural steel.Enhanced fire protection, for use in partitions and ceiling applications to meet the requirements of building regulationsComplies with EN 520 – Type FIdea where stringent fire performance is required such as in domestic separating walls, corridors, garages and steel encasementAvailable in tapered and square edgeThermal Conductivity 0.24W/mKView more"
British Gypsum Gyproc Fireline Plasterboard Tapered Edge 2400mm x 1200mm x 15...,28.69,Fire Resistant Boards,https://www.travisperkins.co.uk/fire-resistant-boards/british-gypsum-gyproc-fireline-plasterboard-tapered-edge-2400mm-x-1200mm-x-15mm/p/818895,https://dam-assets.apps.travisperkins.group/eNp05/GPID_1000134714_IMG_00.jpeg?width=300&height=300,"Used in partition, wall lining and ceiling systems to give increased fire protection. Also used for protection to structural steelEnhanced fire protection, for use in partitions and ceiling applications to meet the requirements of building regulationsComplies with EN 520 – Type FIdea where stringent fire performance is required such as in domestic separating walls, corridors, garages and steel encasementAvailable in tapered and square edgeThermal Conductivity 0.24W/mKView more"
Knauf Fire Panel Plasterboard Square Edge 12.5mm x 2400mm x 1200mm,19.32,Fire Resistant Boards,https://www.travisperkins.co.uk/fire-resistant-boards/knauf-fire-panel-plasterboard-square-edge-12-5mm-x-2400mm-x-1200mm/p/858224,https://dam-assets.apps.travisperkins.group/k4pqg/GPID_1000000040_IMG_00.jpeg?width=300&height=300,"Knauf Fire Panel offers superior fire protection, Finished with a square edge it is intended to be used in between either side of a partition it provides up to one hour of fire resistance which can be achieved with a single layer or two hour resistance with a double layer application.Gypsum plasterboard with additives for added performanceIdeal for fire-rated partitions and any other drylining application where fire rating is imperitveCan provide up to 1 hour fire resistance with a single layer per side of the partitionCan be used with just a single layer of 15mm Fire panel each side of a knauf performer partition.Plasterboard is easy to score and snap for rapid installationView more"
British Gypsum Glasroc F Multiboard 2400mm x 1200mm x 6mm,124.15,Fire Resistant Boards,https://www.travisperkins.co.uk/fire-resistant-boards/british-gypsum-glasroc-f-multiboard-2400mm-x-1200mm-x-6mm/p/796781,https://dam-assets.apps.travisperkins.group/jBpG0/GPID_1000077745_IMG_00.jpeg?width=300&height=300,"Glasroc F multiboard consists of gypsum incorporating a tissue of glass fibre immediately below the surface of the board. The core is reinforced with glass fibre rovings. Suitable for constructing all forms of partition and ceilings, including curved applications, giving high levels of fire and impact protection. Also offers increased levels of moisture performance. Can be used in semi-exposed situations such as eaves, canopies and carport under-linings.Offers quick and simple installation, and measurable performance for maximum protection and safetyThe high impact resistance and moisture tolerance properties of Glasroc F make it suitable for installation in semi-exposed areas before the building envelope is complete, saving cost and time on major projectsGlasroc F performance has enhanced moisture resistant performance, now reaching H1 moisture absorptionThermal Conductivity 0.30W/mKGlasroc F multiboard is unsuitable for use in areas subject to continuously damp or humid conditions and must not be used to isolate dampnessThe smooth face of Glasroc F multiboard can be plastered with either Thistle Board Finish, Thistle Multi-Finish or Thistle Durafinish. There should be a minimum of delay between completion of the lining and the commencement of plasteringAfter the joint treatment has dried, decoration, including any decorator’s preparatory work, should follow with the minimum delayView more"
Promat Supalux Sanded Fire Protection Building Board 2440mm x 1220mm x 9mm,243.68,Fire Resistant Boards,https://www.travisperkins.co.uk/fire-resistant-boards/promat-supalux-sanded-fire-protection-building-board-2440mm-x-1220mm-x-9mm/p/556001,https://dam-assets.apps.travisperkins.group/xgyqe08/GPID_1000077485_IMG_00.jpeg?width=300&height=300,"A strong and lightweight building board offering 30-240 minutes of fire protection, this Promat Supalux building board delivers 30 plus years of proven performance across many building applications. Made from calcium silicate, it comes reinforced with selected fibres and fillers for good impact resistance - ideal for industrial applications.30 - 240 minutes fire resistanceFire Reaction Class: A1 Non Combustible EN13501-1Can be used in damp or humid conditionsResistant to moisture and mould growthEasy to cut, shape, drill and decorate overImpact resistantSlim constructionHigh temperature environments (up to 80°C)30 plus years proven performanceMultiple applicationsView more"
Knauf Fire Panel Plasterboard Tapered Edge 12.5mm x 2400mm x 1200mm,19.32,Fire Resistant Boards,https://www.travisperkins.co.uk/fire-resistant-boards/knauf-fire-panel-plasterboard-tapered-edge-12-5mm-x-2400mm-x-1200mm/p/858210,https://dam-assets.apps.travisperkins.group/oDLJ2/GPID_1000000036_IMG_00.jpeg?width=300&height=300,"Knauf Fire Panel offers superior fire protection, Finished with a tapered edge it is intended to be used in between either side of a partition it provides up to one hour of fire resistance which can be achieved with a single layer or two hour resistance with a double layer application.Gypsum plasterboard with additives for added performanceIdeal for fire-rated partitions and any other drylining application where fire rating is imperitveCan provide up to 1 hour fire resistance with a single layer per side of the partitionCan be used with just a single layer of 15mm Fire panel each side of a knauf performer partition.Plasterboard is easy to score and snap for rapid installationView more"
15mm x 381mm x 2440mmWhite Melamine Shelving,20.87,Melamine Shelving,https://www.travisperkins.co.uk/melamine-shelving/15mm-x-381mm-x-2440mmwhite-melamine-shelving/p/622687,https://dam-assets.apps.travisperkins.group/lZmwq/GPID_1000323666_IMG_00.jpeg?width=300&height=300,"A white Melamine faced chipboard, suitable for shelving and other internal applications.Suitable for shelvingSuitable various types of furniture including kitchen carcassesLipped on 2 long edgesChipboard substrate"
15mm x 457mm x 2440mm White Melamine Shelving,23.15,Melamine Shelving,https://www.travisperkins.co.uk/melamine-shelving/15mm-x-457mm-x-2440mm-white-melamine-shelving/p/622688,https://dam-assets.apps.travisperkins.group/7nvNQ/GPID_1000323667_IMG_00.jpeg?width=300&height=300,"A white Melamine faced chipboard, suitable for shelving and other internal applications.Suitable for shelvingSuitable various types of furniture including kitchen carcassesLipped on 2 long edgesChipboard substrate"
15mm x 305mm x 2440mm White Melamine Shelving,16.15,Melamine Shelving,https://www.travisperkins.co.uk/melamine-shelving/15mm-x-305mm-x-2440mm-white-melamine-shelving/p/622686,https://dam-assets.apps.travisperkins.group/Md0pL/GPID_1000323665_IMG_00.jpeg?width=300&height=300,"A white Melamine faced chipboard, suitable for shelving and other internal applications.Suitable for shelvingSuitable various types of furniture including kitchen carcassesLipped on 2 long edgesChipboard substrate"
15mm x 228mm x 2440mm White Melamine Shelving,8.26,Melamine Shelving,https://www.travisperkins.co.uk/melamine-shelving/15mm-x-228mm-x-2440mm-white-melamine-shelving/p/622685,https://dam-assets.apps.travisperkins.group/o8rrgl3/GPID_1000323664_IMG_00.jpeg?width=300&height=300,"A white Melamine faced chipboard, suitable for shelving and other internal applications.Suitable for shelvingSuitable various types of furniture including kitchen carcassesLipped on 2 long edgesChipboard substrate"
15mm x 610mm x 2440mm White Melamine Shelving,26.56,Melamine Shelving,https://www.travisperkins.co.uk/melamine-shelving/15mm-x-610mm-x-2440mm-white-melamine-shelving/p/622690,https://dam-assets.apps.travisperkins.group/l1wPR/GPID_1000323669_IMG_00.jpeg?width=300&height=300,"A white Melamine faced chipboard, suitable for shelving and other internal applications.Suitable for shelvingSuitable various types of furniture including kitchen carcassesLipped on 2 long edgesChipboard substrate"
15mm x 152mm x 2440mm White Melamine Shelving,7.73,Melamine Shelving,https://www.travisperkins.co.uk/melamine-shelving/15mm-x-152mm-x-2440mm-white-melamine-shelving/p/622684,https://dam-assets.apps.travisperkins.group/MQzdR/GPID_1000323663_IMG_00.jpeg?width=300&height=300,"A white Melamine faced chipboard, suitable for shelving and other internal applications.Suitable for shelvingSuitable various types of furniture including kitchen carcassesLipped on 2 long edgesChipboard substrate"
Woodpecker - Style T47 Solid Oak Flooring Brushed and Oiled 18x150mm 1.98m2 p...,172.33,Solid Wood Flooring,https://www.travisperkins.co.uk/solid-wood-flooring/woodpecker-style-t47-solid-oak-flooring-brushed-and-oiled-18x150mm-1-98m2-per-pack/p/575244,https://dam-assets.apps.travisperkins.group/ykYo2/GPID_1000219907_IMG_00.jpg?width=300&height=300,A solid wood floor not only offers strength and durability but also the tactile sensation of its natural wood texture.Each board is precision engineered from a single piece of timber and finished with a robust tongue and groove joint system and bevels on all sidesAs with all timber flooring the product should be acclimatised before installation and provisions must be made for expansion. The flooring can be glued or nailed into position.Suitable for use in all living area's excluding bathrooms and utility rooms. This flooring is not suitable for underfloor heatingFinished with 5 coats of high-wear UV cured OilEasy ongoing maintenanceTongue and groove joint systemView more
Woodpecker - Style T41 Solid Oak Flooring Lacquered 18x125mm 2.2m2  per pack,167.35,Solid Wood Flooring,https://www.travisperkins.co.uk/solid-wood-flooring/woodpecker-style-t41-solid-oak-flooring-lacquered-18x125mm-2-2m2-per-pack/p/963375,https://dam-assets.apps.travisperkins.group/3XLPG/GPID_1000788721_IMG_00.jpg?width=300&height=300,A solid wood floor not only offers strength and durability but also the tactile sensation of its natural wood texture.Each board is precision engineered from a single piece of timber and finished with a robust tongue and groove joint system and bevels on all sidesTongue and groove joint systemSuitable for use in all living area's excluding bathrooms and utility rooms. This flooring is not suitable for underfloor heatingFinished with 5 coats of high-wear UV cured OilEasy ongoing maintenanceView more
Elka Solid Wood Rustic Brushed and Oiled Oak Flooring - Pack Size 2.184m2,186.31,Solid Wood Flooring,https://www.travisperkins.co.uk/solid-wood-flooring/elka-solid-wood-rustic-brushed-and-oiled-oak-flooring-pack-size-2-184m2/p/336162,https://dam-assets.apps.travisperkins.group/5VDRA/GPID_1000245408_IMG_00.jpg?width=300&height=300,Our solid wood flooring is manufactured from the finest quality timber – it is supplied in random lengths for fixing via secret nails or glue.Random LengthsSquare Edge Profile1 StripRustic Look
Elka Solid Wood Rustic Lacquered Oak Flooring - Pack Size 2.184m2,137.41,Solid Wood Flooring,https://www.travisperkins.co.uk/solid-wood-flooring/elka-solid-wood-rustic-lacquered-oak-flooring-pack-size-2-184m2/p/336161,https://dam-assets.apps.travisperkins.group/rq6jD/GPID_1000245407_IMG_00.jpg?width=300&height=300,Our solid wood flooring is manufactured from the finest quality timber – it is supplied in random lengths for fixing via secret nails or glue.Random LengthsSquare Edge Profile1 StripRustic Look
Glass Beading Hardwood 2400 mm x 15 mm x 9 mm,5.96,Beading,https://www.travisperkins.co.uk/window-boards/glass-beading-hardwood-2400-mm-x-15-mm-x-9-mm/p/278892,https://dam-assets.apps.travisperkins.group/gR4en/GPID_1100517943_IMG_00.jpg?width=300&height=300,"Glass beads and window beading are an ideal solution to add a decorated finish while helping glass panels be held in place.Traditional convedesign provides classic finishing touchInstall your glass bead using adhesive or pinsOur range of glass beads and window beading is available in hardwood, oak, pine and light hardwoodOur timber glass beads and window beading goes well if your existing window frames are made of similar timber or have a timber effectThis product is made to the highest quality and comes with a 2 year guaranteeInternal and external use. End user must ensure to add treatment to the timber before using it externally.Our Pine products are made using a lightweight, straight grained softwood which is easy to work with. Due to its strength, elasticity and relatively low cost, pine is a popular choice to be used in a variety of projects.To finish off pine, lightly sand before applying wood stain, varnish or a lacquerView more"
