ï»¿id,name,price,category,link,image,description,source,sub_category
9,Sika SikaMix Plus Mortar Plasticiser 5L Brown,5.1,Additives & chemicals,https://www.jewson.co.uk/p/sika-sikamix-plus-mortar-plasticiser-5-litres-brown-CMSKA959,"https://media.jewson.co.uk/f_auto,q_auto/t_Regular/global/product-images/SIKAMIXP5.01","Sika Mix+ is a ready to use mortar plasticising admixture.Features & benefitsA ready to use plasticising liquid admixture for mortars and plasterIncreases workability and improves the quality of mortars, renders and plastersImproves hydration process and produces high quality plaster for brickworks, masonry and coatingsReduces cracking and 'butterfly' effectIncreases workability and offers greater consistency and plasticity",Jewson,building_supplies
9,Bostik Cemplas Mortar Plasticiser Dark Brown 5Ltr,4.69,Additives & chemicals,https://www.screwfix.com/p/bostik-cemplas-mortar-plasticiser-dark-brown-5ltr/63831,https://media.screwfix.com/is/image/ae235/63831_P?$autoprodblock$=&wid=136&hei=136&dpr=on,"Improves the workability and adhesion of mortars without adding lime. Minimises cracking, shrinkage and crazing and reduces water content of mortar.Container: Jerry CanStorage Life: 12 MonthsColour: Dark Brown1 Year GuaranteeImproves PlasticityProvides Frost Resistance in Set Mortar60-125ml per 25kg Cement Bag",Screwfix,building_supplies
10,"Bostik Frostproofer, 1L Jerry can",4.82,Additives & chemicals,https://www.diy.com/departments/bostik-frostproofer-1l-jerry-can/5010591004160_BQ.prd,https://media.diy.com/is/image/Kingfisher/bostik-smart-adhesives-dark-brown-mortar-plasticiser-5l-plastic-jerry-can~5011734021389_01c_bq?wid=284&hei=284,"Features and benefitsAccelerates setting times in cold conditions, making it particularly effective at improving the workability concrete and mortarChloride-free",BQ,building_supplies
11,"Sandtex Stabilising solution, 2.5L Tub",20,Additives & chemicals,https://www.diy.com/departments/sandtex-stabilising-solution-2-5l-tub/238506_BQ.prd,https://media.diy.com/is/image/Kingfisher/bostik-frostproofer-1l-jerry-can~5010591004160_01bq?wid=284&hei=284,"Ideal for heavy duty cleaning, this 2.5L stabilising solution from Sandtex is great for domestic cleaning on exterior walls, paths & patios. It's easy to use, leaving a professional finish, once dried.",BQ,building_supplies
11,Sandtex Quick Dry Masonry Stabilising Solution - 2.5L,22,Additives & chemicals,https://www.homebase.co.uk/sandtex-quick-dry-masonry-stabilising-solution-2.5l/12845658.html,https://static.thcdn.com/images/xsmall/original//productimg/original/12845658-9734847480887221.jpg,"Sandtex Masonry Stabilising Solution is a highly penetrative primer which stabilises chalking or badly weathered surfaces, providing a good base for decoration.",Homebase,building_supplies
11,Sandtex Quick Dry Stabilising Solution 2.5L Clear,22.9,Additives & chemicals,https://www.travisperkins.co.uk/exterior-and-masonry-paints/sandtex-quick-dry-stabilising-solution-2-5l-clear/p/873231,https://dam-assets.apps.travisperkins.group/xp8r9jn/GPID_1100571385_IMG_00.jpg?width=300&height=300,Sandtex is the UK's leading masonry paints brand and we have been protecting buildings for over 60 years.Quick DryingEasy to applyEnsures good adhesion of masonry paint,TP,building_supplies
12,"Bostik Cementone Yellow Waterproofing & air entraining admixture, 5L Plastic jerry can 5.59kg",11.4,Additives & chemicals,https://www.diy.com/departments/bostik-cementone-yellow-waterproofing-air-entraining-admixture-5l-plastic-jerry-can-5-59kg/35606_BQ.prd,https://media.diy.com/is/image/Kingfisher/sandtex-stabilising-solution-2-5l-tub~5010131363764_08c_bq?wid=284&hei=284,"CE markedGuarantee - StatutoryGuarantee - StatutoryFeatures and benefitsBostik Accelerator & Frostproofer accelerates the setting of mortar mixes year-round but particularly in cold weather and during the winter months. It also plasticises the mix to improve workability and is ideal for bricklaying, rendering, blockwork and mortars containing embedded metal.Plasticises and accelerates setting time of mortar mixesChloride-free, ideal for mortars with embedded metalIdeal for Winter & cold weather useImprove workability",BQ,building_supplies
13,"Bostik Smart adhesives Orange Waterproofing & air entraining admixture, 5L Plastic jerry can",8.44,Additives & chemicals,https://www.diy.com/departments/bostik-smart-adhesives-orange-waterproofing-air-entraining-admixture-5l-plastic-jerry-can/35601_BQ.prd,https://media.diy.com/is/image/Kingfisher/bostik-cementone-yellow-waterproofing-air-entraining-admixture-5l-plastic-jerry-can-5-59kg~5011734001268_01c_bq?wid=284&hei=284,"Bostik Cementone Freeflo Waterproofer & Retarder is a liquid admixture which waterproofs, retards and plasticises cement-based mixes.Guarantee - StatutoryCE markedKeep out of reach of children. Refer to safety data sheet for full precautions.Features and benefitsThis waterproofer & retarder provides protection against driving rain and damp conditions, and extends the mix setting time to allow larger areas to be worked in a single application. It also improves the workability of the mortar and has been specifically designed to be used in pebble dashing & rendering and general above ground waterproofing work.Retarder, waterproofer and plasticiserSlows setting time of mortar - ideal for large areasReduces water penetration of mortarMakes mortar easier to work",BQ,building_supplies
14,"One Coat Damp Seal White Waterproofer, 2.5L Tin, 2.5L",38,Additives & chemicals,https://www.diy.com/departments/one-coat-damp-seal-white-waterproofer-2-5l-tin-2-5l/175910_BQ.prd,https://media.diy.com/is/image/Kingfisher/bostik-smart-adhesives-orange-waterproofing-air-entraining-admixture-5l-plastic-jerry-can~5011734001367_01c_bq?wid=284&hei=284,"Ronseal Damp Seal is ideal for covering damp, water & other household stains, and is a must have purchase for any redecorating project around the interior of your home. It dries in 4 hours and comes in an easily storable tin can. For added convenience, you'll only need to apply one coat to your walls. As it's paintable, it's ideal for colour matching to your existing decor.Instructions for Use - Brushes or rollers can be cleaned with white spirit.Keep out of reach of childrenGuarantee - StatutoryFeatures and benefitsRonseal One Coat Damp Seal can be applied straight onto damp. It'll seal it, permanently cover any damp stains and stop it damaging your paint.Ready to paint over in 4 hoursPermanently blocks dampProtects paintworkNo need for preparation",BQ,building_supplies
15,"Ronseal White Waterproof sealing compound, 0.4L Tin",12,Additives & chemicals,https://www.diy.com/departments/ronseal-white-waterproof-sealing-compound-0-4l-tin/175911_BQ.prd,https://media.diy.com/is/image/Kingfisher/one-coat-damp-seal-white-waterproofer-2-5l-tin-2-5l~5010214869589_02c_bq?wid=284&hei=284,"This 400ml damp seal from Ronseal is ideal for covering damp, water & other household stains, and is a must have purchase for any redecorating project around the interior of your home. It dries in 10 minutes and comes in an easily storable tin can. As it's paintable, it's ideal for colour matching to your existing decor.Features and benefitsThis aerosol damp seal permanently blocks damp stains, preventing damage to your top coat. It dries in just 10 minutes for a quicker job and because there are no brushes to clean up when you're finished, sealing your walls couldn't be easier.Can be applied directly to damp walls and ceilingsQuick drying2-3 coats required, recoat in 10 minutesCan be painted or wallpapered overHandy aerosol application, no brushes to cleanSmooth white finish",BQ,building_supplies
16,Bostik Grey Tanking slurry Bag,39,Additives & chemicals,https://www.diy.com/departments/bostik-grey-tanking-slurry-bag/898019_BQ.prd,https://media.diy.com/is/image/Kingfisher/ronseal-white-waterproof-sealing-compound-0-4l-tin~5010214869596_02c?wid=284&hei=284,"Guarantee - StatutoryStore and transport securely in an upright position. Ensure the lid is fully closed. Store for up to 6 months from date of manufacture in original, unopened packaging, clear of the ground, in cool, dry conditions within the temperature range +5°C to +25°C and out of direct sunlight. Protect from frost and excessive drafts.Features and benefitsBostik Tanking Slurry is a breathable, waterproof coating for sound internal brickwork, concrete and stone. This 2-coat system is suitable for use above and below ground level. It resists positive and negative water pressure and is water vapour permeable.Waterproof coating for brickwork, concrete & stoneSuitable for use above and below ground levelResists positive and negative water pressureWaterproof",BQ,building_supplies
16,Tanking Slurry 25kg Grey,42.52,Additives & chemicals,https://www.bradfords.co.uk/tks024,https://www.bradfords.co.uk/media/catalog/product/placeholder/default/placeholder.jpg,N/A,Bradfords,building_supplies
17,"Tarmac Edging & jointing spray, 0.15L Aerosol",8.19,Additives & chemicals,https://www.diy.com/departments/tarmac-edging-jointing-spray-0-15l-aerosol/147427_BQ.prd,https://media.diy.com/is/image/Kingfisher/bostik-grey-tanking-slurry-bag~5010591540170_01c_bq?wid=284&hei=284,Improving bondFeatures and benefitsSeals cracks instantly,BQ,building_supplies
18,Bostik Red Powder colour Tub,10.4,Additives & chemicals,https://www.diy.com/departments/bostik-red-powder-colour-tub/5010591004207_BQ.prd,https://media.diy.com/is/image/Kingfisher/tarmac-edging-jointing-spray-0-15l-aerosol~5030349010595_02c?wid=284&hei=284,"Wear suitable protective clothing, gloves and goggles when using this productFeatures and benefitsThis admixture allows cement to be dyed and ensures an even distribution and depth of colourSuitable for concrete, mortar, renders (e.g. walls, swimming pools) & flooring (sand/cement screeds & granolithic floor)Does not affect the performance of mixCan be easily dispersed in a liquid mix",BQ,building_supplies
19,Bostik White Concrete fibres Bag,6.65,Additives & chemicals,https://www.diy.com/departments/bostik-white-concrete-fibres-bag/5010591004085_BQ.prd,https://media.diy.com/is/image/Kingfisher/bostik-red-powder-colour-tub~5010591004207_01i_BQ?wid=284&hei=284,"Wear suitable protective clothing, gloves & goggles when using this product.Features and benefitsCan be used with mortar, floor slabs, hard standing, pathways & drivewaysProvides protection against freeze/thaw damageMinimises cracking and shrinkageEnough for 50kg of concrete",BQ,building_supplies
20,"Bostik Cement colours Black Liquid colour, 1L Plastic jerry can",11.09,Additives & chemicals,https://www.diy.com/departments/bostik-cement-colours-black-liquid-colour-1l-plastic-jerry-can/5000403110356_BQ.prd,https://media.diy.com/is/image/Kingfisher/bostik-white-concrete-fibres-bag~5010591004085_01bq?wid=284&hei=284,"Guarantee - StatutoryCE markedKeep out of reach of children. See SDS for full details.Features and benefitsBostik Liquid Colours for Cement are a high quality pigment dispersion for colouring cement mixes such as mortar, render and screeds. The colours are lightfast and disperse easily and evenly into the mix. Bostik Liquid Colours for Cement use pigments that conform to EN 12878. Bostik Liquid Colours for Cement are suitable for colouring mortar and render and sand/cement screeds.Lightfast colourEasier incorporation into mixDoes not affect performance of mix",BQ,building_supplies
20,Cementone Liquid Cement Colour 1ltr Black,15.55,Additives & chemicals,https://www.bradfords.co.uk/everbuild-opti-mix-cement-colourant-black-1l-mcc001,https://www.bradfords.co.uk/media/catalog/product/cache/f7c81111a4a19ad296e9f8fd0fc16840/a/1/a1439d2136288b8330be797dbee0510c.jpg,"Bostik Cementone Liquid Colour for Cement are a high quality pigment dispersion for colouring cement mixes such as mortar, render and screeds. Suitable for colouring mortar, rendering – e.g. walls, swimming pools and colouring flooring – sand/cement screeds, and granolithic floors. Features & Benefits:   Colours are lightfast and disperse easily and evenly into the mix.  Easier incorporation into mix.  Does not affect performance of mix.  Gives an even depth of colour.  Uses pigments that conform to EN 12878: 2014",Bradfords,building_supplies
20,Bostik Cementone Liquid Colour for Cement 1L Black,22.91,Additives & chemicals,https://www.jewson.co.uk/p/bostik-liquid-cement-1-litre-black-CMCEM106,"https://media.jewson.co.uk/f_auto,q_auto/t_Regular/global/product-images/1874","The Bostik Liquid Cement 1 Litre Black is a high-quality pigment dispersion for colouring cement mixes of concrete, mortar, render and screeds. The pigments conform to BS EN 12878:2005. It is a light-fast and can be dispersed easily into the dry mix. When used as recommended Cementone colours do not affect the final mix.Features & benefitsSuitable for concrete, mortar, renders (e.g. walls, swimming pools) & flooring (sand/cement screeds & granolithic floor)Does not affect the performance of a mixCan be easily dispersed in a dry mix",Jewson,building_supplies
20,Sika Maxmix Cement Colour Black 1L,18.2,Additives & chemicals,https://www.travisperkins.co.uk/cement-plasterciser-and-dyes/sika-maxmix-cement-colour-black-1l/p/329937,https://dam-assets.apps.travisperkins.group/wLBJx/GPID_1000196974_IMG_00.jpg?width=300&height=300,N/A,TP,building_supplies
21,Bostik White Concrete fibres Bag,30,Additives & chemicals,https://www.diy.com/departments/bostik-white-concrete-fibres-bag/5010591006041_BQ.prd,https://media.diy.com/is/image/Kingfisher/bostik-cement-colours-black-liquid-colour-1l-plastic-jerry-can~5000403110356_01c_bq?wid=284&hei=284,"This product is formulated to reduce cracking and shrinkage in mortar & concrete.Wear suitable protective clothing, gloves and goggles when using this productFeatures and benefitsCan be used with mortar, floor slabs, hard standing, pathways & drivewaysProvides protection against freeze/thaw damageEnough for 250kg of mortar or concreteMinimises cracking and shrinkage",BQ,building_supplies
22,"Bostik Black Waterproofer, 2.5L Metal container",17.34,Additives & chemicals,https://www.diy.com/departments/bostik-black-waterproofer-2-5l-metal-container/5021523217039_BQ.prd,https://media.diy.com/is/image/Kingfisher/bostik-white-concrete-fibres-bag~5010591006041_01bq?wid=284&hei=284,"Not CE markedGuarantee - StatutoryKeep out of reach of children. Refer to safety data sheet for full precautions.Store in a cool, dry placeFeatures and benefitsBostik Bituminous Black Paint is a solvent-based protective coating for external waterproofing and weather protection of ferrous and non-ferrous metals, concrete, roofing felt, fibre cement, corrugated iron, asphalt and wood.Weather protection for metalwork and roofsFor wood, metal, roofing felt & cementBrush on",BQ,building_supplies
23,Bostik Cementone Green Walls Plasterer's stabilising primer,35.00-60.00,Additives & chemicals,https://www.diy.com/departments/bostik-cementone-stabilising-primer-5l-tub/147440_BQ.prd,https://media.diy.com/is/image/Kingfisher/bostik-black-waterproofer-2-5l-metal-container~5021523217039_01c_bq?wid=284&hei=284,Primes & stabilises problem surfaces on previously plastered wallsFeatures and benefitsPrimes and stabilises problem surfaces on previously plastered wallsExcellent key for skim coatsColoured for controlled applicationNo mixing - easy to apply,BQ,building_supplies
23,Bostik Cementone Plasterer's Stabilising Primer - 5L,30,Additives & chemicals,https://www.wickes.co.uk/Bostik-Cementone-Plasterer%27s-Stabilising-Primer---5L/p/148844,https://media.wickes.co.uk/is/image/wickes/E6912_148844_00?$normal$,"Primes and stabilises problem surfaces on previously plastered walls.3 - 4m² per litre (dependent on the surface texture being prepared) Excellent key for skim coats Coloured for controlled application No mixing - easy to apply Primes and stabilises problem surfaces on previously plastered walls 
		COSHH Sheet 1 - Bostik Cementone Plasterer's Stabilising Primer - 5L ",Wickes,building_supplies
24,"Polycell Primer, 2.5L Tub",27,Additives & chemicals,https://www.diy.com/departments/polycell-primer-2-5l-tub/262378_BQ.prd,https://media.diy.com/is/image/Kingfisher/bostik-cementone-stabilising-primer-5l-tub~5010591365933_02c?wid=284&hei=284,"Ideal for heavy duty cleaning, this 2.5L primer from Polycell is great for sealing, stabilising & preparing flaky, powdery or absorbent surfaces, providing a sound foundation that's ready to paint on exterior walls & ceilings. Applied with a roller & masking tape leaving a professional finish, once dried.",BQ,building_supplies
25,"Bostik Smart adhesives Dark brown Concentrated mortar plasticiser, 1L Plastic bottle",11.7,Additives & chemicals,https://www.diy.com/departments/bostik-smart-adhesives-dark-brown-concentrated-mortar-plasticiser-1l-plastic-bottle/5000403109862_BQ.prd,https://media.diy.com/is/image/Kingfisher/polycell-primer-2-5l-tub~5010212550694_07c_bq?wid=284&hei=284,"Guarantee - StatutoryCE markedKeep out of reach of children. Refer to safety data sheet for full precautions.Features and benefitsBostik Concentrated Mortar Plasticiser improves the workability and freeze thaw resistance of mortar without the addition of lime. It's suitable for use in mortars for bricklaying, pointing, blockwork and rendering.Improves the workability and freeze/thaw resistance of mortars without adding limePlasticises up to 125 bags of cementMeasuring chamber ensures accuracy of doses and less wasteConforms to EN 934-3",BQ,building_supplies
25,Concentrated Mortar Plasticiser 1ltr,17.62,Additives & chemicals,https://www.bradfords.co.uk/everbuild-opti-mix-mortar-plasticiser-1l-mcp001,https://www.bradfords.co.uk/media/catalog/product/cache/f7c81111a4a19ad296e9f8fd0fc16840/5/0/50a96462b2b83231f463ba65f6e7b3d9.jpg,"Bostik Concentrated Mortar Plasticiser improves the workability and freeze/thaw resistance of mortar without the addition of lime. It's suitable for use in mortars for bricklaying, pointing, blockwork and rendering. A vinsol resin based formula concentrated to mix a perfect mortar. Features & Benefits:   It is suitable for use in mortars for bricklaying, pointing, blockwork and rendering.  Improves the workability and freeze/thaw resistance of mortars without adding lime.  Plasticises up to 125 bags of cement.  Measuring chamber ensures accuracy of doses and less waste. It also assists with the mixing.  Conforms to EN 934-3.",Bradfords,building_supplies
25,Sika MaxMix Concentrated Mortar Plasticiser 1L,12.71,Additives & chemicals,https://www.jewson.co.uk/p/sika-maxmix-concentrated-mortar-plasticiser-1-litre-CMSK1032,"https://media.jewson.co.uk/f_auto,q_auto/t_Regular/global/product-images/29916","The Sika MaxMix Concentrated Mortar Plasticiser is a dark brown coloured highly concentrated plasticising liquid admixture which is ideal for use in bricklaying mortars, renders, pointing and screeds. It treats up to 5 tons of cement and can be used for all situations where improved workability is needed and minimises cracking and provides long term resistance to freeze/thaw cycles. Sika plasticiser replaces lime in the mix and hence reduces the chance of efflorescence (salt formation) and smoothes out variations between separate batches of sand and cement. This improves the workability of mortar and helps prevent shrinkage, cracking, crazing and mild frost damage during the curing process.Features & benefitsSuperior plasticising action with fast drying timeFrost ResistanceMinimises cracking which provides long term resistanceProvides superior plasticising action",Jewson,building_supplies
25,Sika Maxmix Concentrated Plasticiser 1L,12.64,Additives & chemicals,https://www.travisperkins.co.uk/cement-plasterciser-and-dyes/sika-maxmix-concentrated-plasticiser-1l/p/329932,https://dam-assets.apps.travisperkins.group/NmDB9/GPID_1000196969_IMG_00.jpg?width=300&height=300,"Sika MaxMix Plasticiser is a liquid air entraining agent for brick laying mortars, renders, pointing and screeds. It can be used in all situations where improved workability is required.Concentrate admixtureMeasured dosing systemEconomic in useProduces an excellent 'Fatty' mortarSpill proof bottleEquivalent to 25 Litres of conventional plasticiserFreeze thaw resistant when curedView more",TP,building_supplies
26,"Bostik Cement colours Red Liquid colour, 1L Plastic jerry can",8.53,Additives & chemicals,https://www.diy.com/departments/bostik-cement-colours-red-liquid-colour-1l-plastic-jerry-can/5000403110363_BQ.prd,https://media.diy.com/is/image/Kingfisher/bostik-smart-adhesives-dark-brown-concentrated-mortar-plasticiser-1l-plastic-bottle~5000403109862_01c_bq?wid=284&hei=284,"Guarantee - StatutoryCE markedKeep out of reach of children. See SDS for full details.Features and benefitsBostik Liquid Colours for Cement are a high quality pigment dispersion for colouring cement mixes such as mortar, render and screeds. The colours are lightfast and disperse easily and evenly into the mix. Bostik Liquid Colours for Cement use pigments that conform to EN 12878. Bostik Liquid Colours for Cement are suitable for colouring mortar and render and sand/cement screeds.Lightfast colourEasier incorporation into mixDoes not affect performance of mix",BQ,building_supplies
26,Bostik Liquid Cement 1 Litre Red,20.14,Additives & chemicals,https://www.jewson.co.uk/p/bostik-liquid-cement-1-litre-red-CMCEM107,"https://media.jewson.co.uk/f_auto,q_auto/t_Regular/global/product-images/1875","The Bostik Liquid Cement 1 Litre Red colour is a high quality pigment dispersion for colouring cement mixes of concrete, mortar, render and screeds. The pigments that conform to BS EN 12878:2005. It is a light-fast and can be dispersed easily into the dry mix. When used as recommended cementone colours do not affect the final mix.Features & benefitsEasier incorporation to mix which saves the preparation timeWeather resistant as it withstands any climateDisperses easily in dry mix",Jewson,building_supplies
27,"Gyproc Magnolia Drywall primer, 10L Tub",83,Additives & chemicals,https://www.diy.com/departments/gyproc-magnolia-drywall-primer-10l-tub/189927_BQ.prd,https://media.diy.com/is/image/Kingfisher/bostik-cement-colours-red-liquid-colour-1l-plastic-jerry-can~5000403110363_01c_bq?wid=284&hei=284,Priming before applying plaster,BQ,building_supplies
27,British Gypsum Gyproc Drywall Primer 10L,74.28,Additives & chemicals,https://www.builderdepot.co.uk/british-gypsum-gyproc-drywall-primer-10l,"https://www.builderdepot.co.uk/media/catalog/product/H/0/H000082_s_01_3347.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=400&width=400&canvas=400:400","British Gypsum Drywall Primer 10L is used in interior walls as an undercoat for new drywall. It can also be used on masonary surfaces and on patching compound before painting. British Gypsum Drywall Primer has excellent characteristics for sanding finishes.Key featuresUsed in new drywall and masonry surfacesAccepts most paintsQuick dryingEasy to sandEasy to applyApplicationPrior to the application of British Gypsum Drywall Primer the surface must be free from dust, grease, oil and other impurity. Stir the British Gypsum Drywall Primer thoroughly before use. Use a good quality brush or a roller and apply evenly along the surface. British Gypsum Drywall Primer should not be thinned if applying by roller or brush, however if using spraying equipment thinning maybe required.",Builderdepot,building_supplies
