id,name,image,description,category,sub_category,main_category,top_seller,price
14,"One Coat Damp Seal White Waterproofer, 2.5L Tin, 2.5L",/images/products/one-coat-damp-seal-white-waterproofer-2-5l-tin-2-5l.png,"It dries in 4 hours and comes in an easily storable tin can. For added convenience, you'll only need to apply one coat to your walls. Ready to paint over in 4 hours. No need for preparation",Additives & chemicals,building_supplies,building_hardware,0,40
15,"Ronseal White Waterproof sealing compound, 0.4L Tin",/images/products/ronseal-white-waterproof-sealing-compound-0-4l-tin.png,"This 400ml damp seal from Ronseal is ideal for covering damp, water & other household stains, and is a must have purchase for any redecorating project around the interior of your home. It dries in 10 minutes and comes in an easily storable tin can. This aerosol damp seal permanently blocks damp stains, preventing damage to your top coat. It dries in just 10 minutes for a quicker job and because there are no brushes to clean up when you're finished, sealing your walls couldn't be easier. Can be applied directly to damp walls and ceilings. Quick drying2-3 coats required, recoat in 10 minutes.",Additives & chemicals,building_supplies,building_hardware,0,12
16,Bostik Grey Tanking slurry Bag,/images/products/bostik-grey-tanking-slurry-bag.png,"Bostik Tanking Slurry is a breathable, waterproof coating for sound internal brickwork, concrete and stone. It resists positive and negative water pressure and is water vapour permeable. Waterproof coating for brickwork, concrete & stone. Resists positive and negative water pressure. Waterproof",Additives & chemicals,building_supplies,building_hardware,0,39
17,"Tarmac Edging & jointing spray, 0.15L Aerosol",/images/products/tarmac-edging-jointing-spray-0-15l-aerosol.png,Improving bond. Seals cracks instantly,Additives & chemicals,building_supplies,building_hardware,0,8.19
18,Bostik Red Powder colour Tub,/images/products/bostik-red-powder-colour-tub.png,"Wear suitable protective clothing, gloves and goggles when using this product. Suitable for concrete, mortar, renders (e.g. walls, swimming pools) & flooring (sand/cement screeds & granolithic floor)Does not affect the performance of mix.",Additives & chemicals,building_supplies,building_hardware,0,10.4
19,Bostik White Concrete fibres Bag,/images/products/bostik-white-concrete-fibres-bag.png,"Can be used with mortar, floor slabs, hard standing, pathways & driveways.",Additives & chemicals,building_supplies,building_hardware,0,30
20,"Bostik Cement colours Black Liquid colour, 1L Plastic jerry can",/images/products/bostik-cement-colours-black-liquid-colour-1l-plastic-jerry-can.png,"Bostik Liquid Colours for Cement are a high quality pigment dispersion for colouring cement mixes such as mortar, render and screeds. Bostik Liquid Colours for Cement are suitable for colouring mortar and render and sand/cement screeds.",Additives & chemicals,building_supplies,building_hardware,0,11.09
21,Bostik White Concrete fibres Bag,/images/products/bostik-white-concrete-fibres-bag.png,"This product is formulated to reduce cracking and shrinkage in mortar & concrete. Can be used with mortar, floor slabs, hard standing, pathways & driveways. Enough for 250kg of mortar or concrete. Minimises cracking and shrinkage",Additives & chemicals,building_supplies,building_hardware,0,30
22,"Bostik Black Waterproofer, 2.5L Metal container",/images/products/bostik-black-waterproofer-2-5l-metal-container.png,"Not CE marked. Bostik Bituminous Black Paint is a solvent-based protective coating for external waterproofing and weather protection of ferrous and non-ferrous metals, concrete, roofing felt, fibre cement, corrugated iron, asphalt and wood. Weather protection for metalwork and roofs. For wood, metal, roofing felt & cement.",Additives & chemicals,building_supplies,building_hardware,0,17.34
23,Bostik Cementone Green Walls Plasterer's stabilising primer,/images/products/bostik-cementone-stabilising-primer-5l-tub.png,Primes & stabilises problem surfaces on previously plastered walls. Primes and stabilises problem surfaces on previously plastered walls.,Additives & chemicals,building_supplies,building_hardware,0,35
24,"Polycell Primer, 2.5L Tub",/images/products/polycell-primer-2-5l-tub.png,"Ideal for heavy duty cleaning, this 2.5L primer from Polycell is great for sealing, stabilising & preparing flaky, powdery or absorbent surfaces, providing a sound foundation that's ready to paint on exterior walls & ceilings. Applied with a roller & masking tape leaving a professional finish, once dried.",Additives & chemicals,building_supplies,building_hardware,0,27
25,"Bostik Smart adhesives Dark brown Concentrated mortar plasticiser, 1L Plastic bottle",/images/products/bostik-smart-adhesives-dark-brown-concentrated-mortar-plasticiser-1l-plastic-bottle.png,"Bostik Concentrated Mortar Plasticiser improves the workability and freeze thaw resistance of mortar without the addition of lime. It's suitable for use in mortars for bricklaying, pointing, blockwork and rendering. Improves the workability and freeze/thaw resistance of mortars without adding lime.",Additives & chemicals,building_supplies,building_hardware,0,11.7
26,"Bostik Cement colours Red Liquid colour, 1L Plastic jerry can",/images/products/bostik-cement-colours-red-liquid-colour-1l-plastic-jerry-can.png,"Bostik Liquid Colours for Cement are a high quality pigment dispersion for colouring cement mixes such as mortar, render and screeds. Bostik Liquid Colours for Cement are suitable for colouring mortar and render and sand/cement screeds.",Additives & chemicals,building_supplies,building_hardware,0,8.53
27,"Gyproc Magnolia Drywall primer, 10L Tub",/images/products/gyproc-magnolia-drywall-primer-10l-tub.png,Priming before applying plaster,Additives & chemicals,building_supplies,building_hardware,0,83
28,"20mm Gravel, Bulk Bag",/images/products/20mm-gravel-bulk-bag.png,"Coverage will be dependent on depth laid, ground conditions etc.",Aggregates & sand,building_supplies,building_hardware,1,70
29,"10mm Gravel, Bulk Bag",/images/products/20mm-gravel-bulk-bag.png,"Coverage will be dependent on depth laid, ground conditions etc.",Aggregates & sand,building_supplies,building_hardware,1,70
30,"All-in Ballast, Bulk Bag",/images/products/all-in-ballast-bulk-bag.png,"Coverage will be dependent on depth laid, ground conditions etc.",Aggregates & sand,building_supplies,building_hardware,1,70
31,"20mm Limestone Chippings, Bulk Bag",/images/products/20mm-limestone-chippings-bulk-bag.png,"Please note that product supplied comes from a natural source and may vary in colour, size and texture.",Aggregates & sand,building_supplies,building_hardware,1,70
32,"MOT type 1 Subbase, Bulk Bag",/images/products/mot-type-1-subbase-bulk-bag.png,"Coverage will be dependent on depth laid, ground conditions etc.",Aggregates & sand,building_supplies,building_hardware,1,70
33,"Tarmac Subbase, Large Bag",/images/products/mot-type-1-subbase-bulk-bag.png,"Please note that product supplied comes from a natural source and may vary in colour, size and texture",Aggregates & sand,building_supplies,building_hardware,0,4.95
34,"Tarmac 20mm Gravel, Large Bag",/images/products/tarmac-20mm-gravel-large-bag.png,"Coverage will be dependent on depth laid, ground conditions etc.",Aggregates & sand,building_supplies,building_hardware,0,3.7
35,"Tarmac Sharp sand, Large Bag, 22.5kg",/images/products/tarmac-sharp-sand-large-bag-22-5kg.png,"Ideal for screeding, paths, blocks & slabs and concrete mixing.",Aggregates & sand,building_supplies,building_hardware,0,3.23
36,"Tarmac All-in Ballast, Large Bag",/images/products/tarmac-all-in-ballast-large-bag.png,Pre blended aggregates for use in concrete mixes with cement and water. Can be used to fill voids in construction projects.,Aggregates & sand,building_supplies,building_hardware,0,3.68
37,"Building sand, Bulk Bag",/images/products/building-sand-bulk-bag.png,"Coverage will be dependent on depth laid, ground conditions etc.",Aggregates & sand,building_supplies,building_hardware,0,70
38,Blooma Play sand 22.5kg,/images/products/blooma-play-sand-22-5kg.png,Keep your children busy for hours and enjoying the outdoors with this bag of play-sand. Suitable for use in children's sand pits.,Aggregates & sand,building_supplies,building_hardware,0,7.5
39,"Tarmac Kiln dried Paving sand, Large Bag",/images/products/tarmac-kiln-dried-paving-sand-large-bag.png,"Please note that product supplied comes from a natural source and may vary in colour, size and texture.",Aggregates & sand,building_supplies,building_hardware,0,6.8
40,"Tarmac Grano dust, Bulk Bag",/images/products/tarmac-grano-dust-bulk-bag.png,"Mix this bag of grano dust with cement to make a fine concrete, ideal for outdoor building and construction applicationsCE marked",Aggregates & sand,building_supplies,building_hardware,0,64
41,"Sharp sand, Bulk Bag",/images/products/sharp-sand-bulk-bag.png,"Coverage will be dependent on depth laid, ground conditions etcA coarse sand used in screeding, block and slab laying applications and also for concrete mixing.",Aggregates & sand,building_supplies,building_hardware,0,70
42,"10mm Limestone Chippings, Bulk Bag",/images/products/10mm-limestone-chippings-bulk-bag.png,"Coverage will be dependent on depth laid, ground conditions etc.",Aggregates & sand,building_supplies,building_hardware,0,70
43,"Tarmac 10mm Gravel, Large Bag",/images/products/tarmac-10mm-gravel-large-bag.png,"Coverage will be dependent on depth laid, ground conditions etc.",Aggregates & sand,building_supplies,building_hardware,0,3.92
44,Tarmac Sand 20kg Bag,/images/products/tarmac-sand-20kg-bag.png,Features and benefitsPH balanced. Helps water drain from growing media. Waterproof packaging can be stored outside,Aggregates & sand,building_supplies,building_hardware,0,5.5
45,"Tarmac Building sand, Large Bag",/images/products/tarmac-building-sand-large-bag.png,Mix with cement and water to make bricklaying mortar. For use in bricklaying and internal rendering.,Aggregates & sand,building_supplies,building_hardware,0,2.98
46,"Tarmac Plastering sand, Large Bag",/images/products/tarmac-plastering-sand-large-bag.png,"Coverage will be dependent on depth laid, ground conditions etc.",Aggregates & sand,building_supplies,building_hardware,0,4.75
47,"Tarmac 20mm Limestone Chippings, Large Bag",/images/products/tarmac-20mm-limestone-chippings-large-bag.png,"Coverage will be dependent on depth laid, ground conditions etc. For use in concreting applications. Use to create high strength concrete mixes. Not for decorative use",Aggregates & sand,building_supplies,building_hardware,0,6.85
48,"Tarmac 10mm Limestone Chippings, Large Bag",/images/products/tarmac-10mm-limestone-chippings-large-bag.png,This limestone is suitable for concreting applications to give finer concrete mixes. ideal for pathways & drives..Not for decorative use. Not for decorative use.,Aggregates & sand,building_supplies,building_hardware,0,6.85
49,Tarmac Weed Free Paving sand 20kg Bag,/images/products/tarmac-10mm-limestone-chippings-large-bag.png,"This paving sand from Tarmac is specially formulated to prevent weed growth in the joints between paving slabs & blocks. It is suitable for use with any paving project and is an organic method of inhibiting unwanted weed growth. Inhibits growth of weeds, algae & lichens.",Aggregates & sand,building_supplies,building_hardware,0,13.23
50,"Plastering sand, Bulk Bag",/images/products/plastering-sand-bulk-bag.png,"Coverage will be dependent on depth laid, ground conditions etc.",Aggregates & sand,building_supplies,building_hardware,0,70
51,"Tarmac Red Building sand, Large Bag",/images/products/tarmac-red-building-sand-large-bag.png,"Please note that product supplied comes from a natural source and may vary in colour, size and texture",Aggregates & sand,building_supplies,building_hardware,0,2.87
52,Hyundai Silent 230V 24L Corded Compressor HY7524,/images/products/hyundai-silent-230v-24l-corded-compressor-hy7524.png,"Weighing only 22kg the HY7524 whisper compressor is lighter than your conventional piston type air compressor and is completely oil-free, so there is no risk of oil contamination in the air supply. Low noise air compressor. Hyundai 750w / 230v direct drive electric motor with UK 3-pin 13amp plug.24 litre tank capacity provides an air displacement of 5.2CFM / 150 litres per minute and a maximum pressure of 100psi / 7bar. Pressure regulator with twin pressure gauges and twin quick release ‘Euro’ type air connectors and water / condensation trap. Includes automatic cut out switch, safety valve and pressure regulator.",Air compressors,equipment,tools_equipment,0,150
53,Hyundai Silent 230V 8L Corded Compressor HY5508,/images/products/hyundai-silent-230v-8l-corded-compressor-hy5508.png,"Weighing only 15kg the HY5508 whisper compressor is lighter than your conventional piston type air compressor and is completely oil-free, so there is no risk of oil contamination in the air supply. The HY5508 features 4 robust rubber mounted feet and a carry handle for easy manoeuvrability. Powered by a 550w motor directly connected to the oil-less air compressor pump and rubber mounted for low vibration, makes it ideal for the home, light workshop or garage use and is powered by standard mains 230v supply. This maintenance-free compressor uses an oil-free diaphragm pump to produce a clean air supply and considerably reduce noise compared to conventional piston compressors. Hyundai's Silent 8 Litre Small Air Compressor- OIL Free Operation & Duty cycle of 25%.Powered By: 550 Watt, 230V Electric-Direct Drive Motor, Coupled With A UK 3-Pin, 13 Amp Plug , Suitable for Home or Workshop Use. Hyundai's HY5508 Silent Air Compressor Provides an Air Displacement of 4 CFM or 120 Litres / Minute at 100 PSI. Ideal For Air Brush Spraying And Home UseSuperior Design: Fitted with An Automatic Cut Out Switch, Air Release and Euro Quick-Release Air Connections For All User RequirementsUltra Lightweight & Manoeuvrable: The Air Compressor Weights Just 15KG - Coupled With 4 Robust Rubber Feet & Carry Handle It's Hyundai's Alternative for a Portable Yet Powerful Compressor",Air compressors,equipment,tools_equipment,0,120
54,Stanley DST 100/8/6/SI 6L Silent Air Compressor,/images/products/stanley-dst-100-8-6-si-6l-silent-air-compressor.png,"The Stanley compressor Silent DST 100/8/6 has a 6 liter tank with a working pressure of 8 bar. The biggest advantage of the compressor is that it produces a maximum of 59 dB. As a result, it is always whisper quiet. Tank capacity: 6 liters
Intended Use:Inflatable Item, Paint Gun, Grease Gun, Tires, Fluid Gun, Tacker, Caulking Gun, Sandblaster
Power source: Mains voltage. Ultra-silent compressor for home and professional use.",Air compressors,equipment,tools_equipment,0,159
55,Scheppach HC51V 1500W 50 LTR Air Compressor - Oil Free,/images/products/stanley-dst-100-8-6-si-6l-silent-air-compressor.png,"Compact and portable, the HC51V is a verticle air compressor that offers a perfect combination of performance and mobility in the one unit. It features a powerful 2.0 hp motor, 24 litre tank capacity, and with a maximum 10 bar operating pressure. It also features two quick release couplings to supply air to 2 x air tools at the same time. The ideal machine for operating such air tools as staplers, nailers, ratchets, impact wrench, air hammer, paint spraying, tyre inflation, and blow cleaning. A perfect partner for maintenance jobs in the workshop, garage, garden, and around the home. W motor50 Litre capacity air tank10 bar / 145 psi max. operating pressure180 L/min air intake capacity. Long life oil free air pump. Long life oil-free air pump - Maintenance free",Air compressors,equipment,tools_equipment,0,199.98
56,Black + Decker 195/6 NK Air Compressor,/images/products/black-decker-195-6-nk-air-compressor.png,"This compressor sucks in enough air to perform the necessary work. Think of inflating an air mattress or bicycle tire, or using a tacker. Tank capacity: 6 liters
Intended Use: Inflatable Item, Paint Sprayer, Liquid Sprayer, Sandblaster
Power source: Mains voltage
Pump capacity: 180 L/min. Versatile and easy to use, ideal for all hobby and semi-professional applications. Compact ON/OFF KnobEasy to handle thanks to built-in metal handle",Air compressors,equipment,tools_equipment,0,125
57,BOSCH EasyPump Cordless Pneumatic Air Pump (0603947000),/images/products/bosch-easypump-cordless-pneumatic-air-pump-0603947000-.png,Features and benefitsBOSCH EasyPump Cordless Pneumatic Air Pump (0603947000)Inflation of up to 10.3 bar with real-time measurement and pre-select function. Maxpressure: 150 PSI / 10.3 bar / 1050 k.,Air compressors,equipment,tools_equipment,0,89.95
58,2HP 50 Litre 10 Bar Oil Free Compressor,/images/products/2hp-50-litre-10-bar-oil-free-compressor.png,"The TC-AC 240/50/10 OF is a versatile compressor which, with its space-saving design, no workshed or garage should be without. It has a pressure reducer for working pressure adjustment up to 10 bar and provides excellent service in a large number of compressed air jobs. This means that the compressor can be transported in any position. The controlled working pressure of the compressor is indicated by a pressure gauge and tapped through a quick-lock coupling. For mobility and easy transportation there is a holding bar and large wheels. The condensate is drained from the tank through the drain plug, making maintenance user-friendly. The solid, long-lasting 50 litre tank holds generous reserves for long work sessions and comes with a 10-year warranty against perforation corrosion of the tank. The 50 litre tank offers plenty of air reserves. Compact, space-saving design. Applications up to 10 bar can be set using the pressure reducer. Pressure gauge & quick-release coupling for regulated pressure. Large wheels and holding bar for easy transport.",Air compressors,equipment,tools_equipment,0,230
59,"Hyundai 150 Litre Air Compressor, 14CFM/145psi, Twin Cylinder, Belt Drive 3hp HY3150S",/images/products/2hp-50-litre-10-bar-oil-free-compressor.png,"Electric Air Compressor
The HY3150S is an electric air compressor from HyundaiDesigned for professional workshops and trade applications, the HY3150S air compressor is perfect for workshops and commercial garages for use for spray-painting, operating air tools and inflating tyres. Professional Use Compressor
Weighing 117kg, the HY30150S features four anti-vibration rubber feet. The 3hp electric motor can be powered by a standard 13amp UK 3-pin plug, making it ideal for a professional workshop or home garage use. 150 Litre Air Compressor
The large 150-litre tank capacity provides a constant 14cfm supply of air. Automatic Cut Out
The automatic pressure cut-out switch provides user safety with a built-in safety valve and pressure regulator with twin gauges, giving the user-controlled variable air pressure. This air compressor provides a fantastic combination of performance and durability ideal for professional applications in any workshop. Note on compressor care: Pressure safety valves on Hyundai air compressors have been updated in compliance with the latest CE certification standards. The pressure release pull ring has been removed from the safety valve to prevent it from being misused to drain the air from the compressor tank, causing excessive wear to the valve. Air and moisture should always be released daily using the drain valve located on the bottom of the tank. Check the belt tension and condition weekly and ensure there are no air leaks from hoses and fittings, as this will greatly increase the electricity used to maintain constant air pressure. 2.2kW/3hp Single Phase
The HY3200S compressors have a 2.2kw/2200w/3hp single phase, 230v 50hz electric motor. However, if the air compressor is being used for more than a 50% duty cycle (motor running for more than half the time) it may be advisable to use a blue 16 amp plug. Strong performance: The HY3150S is a powerful 3hp twin cylinder cast iron belt drive electric air compressor which has been designed for professional workshop and garage use, offering a massive 2200W of power. Low noise: This Hyundai low-speed electric air compressor runs at a low decibel (75dB) and sits on anti-vibration mounts, so is perfect for use in any size space. Multi-use: This electric air compressor is ideal for DIY and commercial use for spray-painting, blowing away dirt and dust, nailing, inflating tyres or operating air tools. Invest in the best: Hyundai is a brand you can trust, For your peace of mind, this Hyundai air compressor is also covered by a 2 year Hyundai warranty, as well as full UK service and parts to maintain it for years to come.",Air compressors,equipment,tools_equipment,0,530.99
60,Scheppach HC26 1500W 24 LTR Air Compressor,/images/products/scheppach-hc26-1500w-24-ltr-air-compressor.png,"Designed for the home user for light and light occasional use, the HC26 is an affordable air compressor that combines performance and safety in the one unit . It features a powerful 2.0 hp motor, 24 litre air receiver, 8 bar maximum operating pressure, and has a 220 L/min air flow intake with sufficient power to opperate a variety of tools. This Scheppach compressor is the perfect partner for occasional paint spraying, tyre inflation, blow cleaning, stapling and all those maintenance jobs in the garage, garden and around the home. Supplied with ultra performance long life SAE 5W-40 compressor oil (280 ml).Powerful 1500 W motor24 Litre capacity air tank8 bar / 115 psi max. operating pressure220 L/min air intake capacity.",Air compressors,equipment,tools_equipment,0,144.99
61,Goodyear 12V Portable Car Tyre Inflator Compressor 3M Cigarette Lighter Cord,/images/products/goodyear-12v-portable-car-tyre-inflator-compressor-3m-cigarette-lighter-cord.png,"Includes an integrated 3 metre cord with cigarette lighter plug allowing you to inflate tyres on most cars. Powered by a standard12v car cigarette lighter socket. Includes an integrated 3 metre cord with cigarette lighter plug allowing you to inflate tyres on most cars33cm premium quality leak-free air hose3 X Inflation accessories allowing you to fill  air in inflatable toys / inflatable swimming pools / Footballs etc...Lightweight and compact, allowing you to stowaway in the boot of your car or under the seat. Please note: This product is designed to be used as an emergency tyre inflator, you may top up tyres regularly or fill up one tyre which is completely flat, you should not use this product to fill up more than one tyre that's completely flat as it will overheat and shut down automatically.",Air compressors,equipment,tools_equipment,0,14.99
62,Stanley Air Compressor D200/10/24V (UK) - 8117190STN722,/images/products/stanley-air-compressor-d200-10-24v-uk-8117190stn722.png,Oil less compressor that is maintenance-free. Compact and easy to transport thanks to the handle built into the shroud. Control panel built into the cover.,Air compressors,equipment,tools_equipment,0,150
