product,price,category,link,image
Victorian Door Knob Polished Chrome 30mm - Pack of 6,£11,Cabinet Handles & Knobs,https://www.wickes.co.uk/Victorian-Door-Knob-Polished-Chrome-30mm---Pack-of-6/p/106085,https://media.wickes.co.uk/is/image/wickes/T3274_106085_00?$normal$
Electrolux 60cm Stainless Steel Cooker Hood - EFC316X,£105,Cooker Hoods,https://www.wickes.co.uk/Electrolux-60cm-Stainless-Steel-Cooker-Hood---EFC316X/p/112774,https://media.wickes.co.uk/is/image/wickes/E0264_112774_00?$normal$
Zanussi Cooker Hood Stainless Steel & Black ZHT631X,£99,Cooker Hoods,https://www.wickes.co.uk/Zanussi-Cooker-Hood-Stainless-Steel+Black-ZHT631X/p/401248,https://media.wickes.co.uk/is/image/wickes/E0264_401248_00?$normal$
Zanussi ZFPT16S Pull-Out Cooker Hood,£115,Cooker Hoods,https://www.wickes.co.uk/Zanussi-ZFPT16S-Pull-Out-Cooker-Hood/p/252242,https://media.wickes.co.uk/is/image/wickes/GPID_5000011456_00?$normal$
Wickes Cooker Hood Internal Charcoal Filter,£24,Cooker Hoods,https://www.wickes.co.uk/Wickes-Cooker-Hood-Internal-Charcoal-Filter/p/310020,https://media.wickes.co.uk/is/image/wickes/H0207_310020_00?$normal$
Leisure H92K 90cm Chimney Cooker Hood - Black,£365,Cooker Hoods,https://www.wickes.co.uk/Leisure-H92K-90cm-Chimney-Cooker-Hood---Black/p/104081,https://media.wickes.co.uk/is/image/wickes/GPID_1000541513_00?$normal$
Wickes 60cm Curved Glass Designer Cooker Hood,£165,Cooker Hoods,https://www.wickes.co.uk/Wickes-60cm-Curved-Glass-Designer-Cooker-Hood/p/112776,https://media.wickes.co.uk/is/image/wickes/E0264_112776_00?$normal$
Electrolux LFG225S 52cm Canopy Hood - Grey,£209,Cooker Hoods,https://www.wickes.co.uk/Electrolux-LFG225S-52cm-Canopy-Hood---Grey/p/205968,https://media.wickes.co.uk/is/image/wickes/GPID_1100579918_00?$normal$
AEG DGE5661HM 60cm Canopy Hood - Stainless Steel,£479,Cooker Hoods,https://www.wickes.co.uk/AEG-DGE5661HM-60cm-Canopy-Hood---Stainless-Steel/p/231913,https://media.wickes.co.uk/is/image/wickes/GPID_1100670921_00?$normal$
Wickes Flat Glass Designer Cooker Hood,£170,Cooker Hoods,https://www.wickes.co.uk/Wickes-Flat-Glass-Designer-Cooker-Hood/p/112775,https://media.wickes.co.uk/is/image/wickes/E0264_112775_00?$normal$
Zanussi ZFV916Y Screen/Chimney Hood - Black,£589,Cooker Hoods,https://www.wickes.co.uk/Zanussi-ZFV916Y-Screen-Chimney-Hood---Black/p/231787,https://media.wickes.co.uk/is/image/wickes/GPID_1100669889_00?$normal$
Zanussi ZHC62352X 60cm Chimney Hood with Curved Glass - Stainless Steel,£279,Cooker Hoods,https://www.wickes.co.uk/Zanussi-ZHC62352X-60cm-Chimney-Hood-with-Curved-Glass---Stainless-Steel/p/205970,https://media.wickes.co.uk/is/image/wickes/GPID_1100579920_00?$normal$
Electrolux LFE216S 60cm Integrated Cooker Hood - Silver,£199,Cooker Hoods,https://www.wickes.co.uk/Electrolux-LFE216S-60cm-Integrated-Cooker-Hood---Silver/p/197754,https://media.wickes.co.uk/is/image/wickes/E0264_197754_00?$normal$
Zanussi ZHB62670XA 60cm Chimney Hood - Stainless Steel,£299,Cooker Hoods,https://www.wickes.co.uk/Zanussi-ZHB62670XA-60cm-Chimney-Hood---Stainless-Steel/p/132089,https://media.wickes.co.uk/is/image/wickes/GPID_1000721929_00?$normal$
Zanussi ZHC92352X 90cm Chimney Hood with Curved Glass - Stainless Steel,£329,Cooker Hoods,https://www.wickes.co.uk/Zanussi-ZHC92352X-90cm-Chimney-Hood-with-Curved-Glass---Stainless-Steel/p/205971,https://media.wickes.co.uk/is/image/wickes/GPID_1100579921_00?$normal$
AEG DPB3631S 60cm Pull-out Hood - Stainless Steel,£239,Cooker Hoods,https://www.wickes.co.uk/AEG-DPB3631S-60cm-Pull-out-Hood---Stainless-Steel/p/206209,https://media.wickes.co.uk/is/image/wickes/GPID_1100579922_00?$normal$
Wickes Cooker Hood Grease Filter,£20,Cooker Hoods,https://www.wickes.co.uk/Wickes-Cooker-Hood-Grease-Filter/p/310021,https://media.wickes.co.uk/is/image/wickes/H0207_310021_00?$normal$
AEG DGE5861HM 80cm Canopy Hood - Stainless Steel,£619,Cooker Hoods,https://www.wickes.co.uk/AEG-DGE5861HM-80cm-Canopy-Hood---Stainless-Steel/p/231912,https://media.wickes.co.uk/is/image/wickes/GPID_1100670920_00?$normal$
Zanussi ZHC62653XA 60cm Chimney Hood with Glass - Stainless Steel,£289,Cooker Hoods,https://www.wickes.co.uk/Zanussi-ZHC62653XA-60cm-Chimney-Hood-with-Glass---Stainless-Steel/p/205969,https://media.wickes.co.uk/is/image/wickes/GPID_1100579919_00?$normal$
AEG DPB392S 90cm Pull-Out Hood - Stainless Steel,£329,Cooker Hoods,https://www.wickes.co.uk/AEG-DPB392S-90cm-Pull-Out-Hood---Stainless-Steel/p/206234,https://media.wickes.co.uk/is/image/wickes/GPID_1100579923_00?$normal$
Electrolux LFC316X 60cm Inox Chimney Hood - Stainless Steel,£249,Cooker Hoods,https://www.wickes.co.uk/Electrolux-LFC316X-60cm-Inox-Chimney-Hood---Stainless-Steel/p/305054,https://media.wickes.co.uk/is/image/wickes/GPID_1000495211_00?$normal$
AEG DVE5971HG Chimney Hood - Black,"£1,099",Cooker Hoods,https://www.wickes.co.uk/AEG-DVE5971HG-Chimney-Hood---Black/p/231791,https://media.wickes.co.uk/is/image/wickes/GPID_1100669894_00?$normal$
Electrolux LFC316K 60cm 3 Speed Chimney Hood - Black,£219,Cooker Hoods,https://www.wickes.co.uk/Electrolux-LFC316K-60cm-3-Speed-Chimney-Hood---Black/p/305055,https://media.wickes.co.uk/is/image/wickes/GPID_1000495171_00?$normal$
AEG DKB4950M 90cm Chimney Cooker Hood - Stainless Steel,£359,Cooker Hoods,https://www.wickes.co.uk/AEG-DKB4950M-90cm-Chimney-Cooker-Hood---Stainless-Steel/p/157636,https://media.wickes.co.uk/is/image/wickes/GPID_1100184001_00?$normal$
AEG DVK6981HB Chimney Hood - Black,"£1,199",Cooker Hoods,https://www.wickes.co.uk/AEG-DVK6981HB-Chimney-Hood---Black/p/231781,https://media.wickes.co.uk/is/image/wickes/GPID_1100669883_00?$normal$
AEG DVE5671HG Chimney Hob2Hood - Black,£999,Cooker Hoods,https://www.wickes.co.uk/AEG-DVE5671HG-Chimney-Hob2Hood---Black/p/231782,https://media.wickes.co.uk/is/image/wickes/GPID_1100669884_00?$normal$
AEG DDE5980G 90cm Downdraft Cooker Hood - Black & Stainless Steel,"£1,699",Cooker Hoods,https://www.wickes.co.uk/AEG-DDE5980G-90cm-Downdraft-Cooker-Hood---Black+Stainless-Steel/p/157646,https://media.wickes.co.uk/is/image/wickes/GPID_1100184009_00?$normal$
AEG DKB4650M 60cm Chimney Cooker Hood - Stainless Steel,£329,Cooker Hoods,https://www.wickes.co.uk/AEG-DKB4650M-60cm-Chimney-Cooker-Hood---Stainless-Steel/p/157635,https://media.wickes.co.uk/is/image/wickes/GPID_1100184005_00?$normal$
NEFF D95IHM1S0B N50 90cm Wall Mounted Cooker Hood - Black,£819,Cooker Hoods,https://www.wickes.co.uk/NEFF-D95IHM1S0B-N50-90cm-Wall-Mounted-Cooker-Hood---Black/p/157607,https://media.wickes.co.uk/is/image/wickes/GPID_1100157002_00?$normal$
Samusung NK24N5703BM/UR 60cm Cooker Hood with Auto Connectivity - Black Stainless,£529,Cooker Hoods,https://www.wickes.co.uk/Samusung-NK24N5703BM-UR-60cm-Cooker-Hood-with-Auto-Connectivity---Black-Stainless/p/264870,https://media.wickes.co.uk/is/image/wickes/GPID_5000049177_00?$normal$
Zanussi ZFT919Y Chimney Hood - Stainless Steel,£519,Cooker Hoods,https://www.wickes.co.uk/Zanussi-ZFT919Y-Chimney-Hood---Stainless-Steel/p/231790,https://media.wickes.co.uk/is/image/wickes/GPID_1100669892_00?$normal$
Leisure Classic 60cm Gas Range Cooker,£729,Cookers,https://www.wickes.co.uk/Leisure-Classic-60cm-Gas-Range-Cooker/p/9000238741,https://media.wickes.co.uk/is/image/wickes/GPID_1000681246_00?$normal$
Leisure Classic 60cm Electric Range Cooker,£729,Cookers,https://www.wickes.co.uk/Leisure-Classic-60cm-Electric-Range-Cooker/p/9000238742,https://media.wickes.co.uk/is/image/wickes/GPID_1000681248_00?$normal$
Leisure Cuisinemaster 90cm Electric Range Cooker,"£1,449",Cookers,https://www.wickes.co.uk/Leisure-Cuisinemaster-90cm-Electric-Range-Cooker/p/9000238740,https://media.wickes.co.uk/is/image/wickes/GPID_1000705251_00?$normal$
Leisure Cookmaster 90cm Dual Fuel Range Cooker,"£1,299",Cookers,https://www.wickes.co.uk/Leisure-Cookmaster-90cm-Dual-Fuel-Range-Cooker/p/9000218759,https://media.wickes.co.uk/is/image/wickes/GPID_1000705253_00?$normal$
Rangemaster Classic Deluxe 110cm Dual Fuel Range Cooker,"£3,019",Cookers,https://www.wickes.co.uk/Rangemaster-Classic-Deluxe-110cm-Dual-Fuel-Range-Cooker/p/9000238752,https://media.wickes.co.uk/is/image/wickes/A3060_203273_00?$normal$
Leisure Cuisinemaster 90cm Dual Fuel Range Cooker,"£1,449",Cookers,https://www.wickes.co.uk/Leisure-Cuisinemaster-90cm-Dual-Fuel-Range-Cooker/p/9000239437,https://media.wickes.co.uk/is/image/wickes/GPID_1000705250_00?$normal$
Leisure Cookmaster 90cm Gas Range Cooker,"£1,299",Cookers,https://www.wickes.co.uk/Leisure-Cookmaster-90cm-Gas-Range-Cooker/p/9000238735,https://media.wickes.co.uk/is/image/wickes/GPID_1000705261_00?$normal$
Rangemaster Infusion 110cm Induction Range Cooker,"£3,229",Cookers,https://www.wickes.co.uk/Rangemaster-Infusion-110cm-Induction-Range-Cooker/p/9000238721,https://media.wickes.co.uk/is/image/wickes/GPID_1100267008_00?$normal$
Rangemaster Infusion 90cm Dual Fuel Range Cooker,"£2,479",Cookers,https://www.wickes.co.uk/Rangemaster-Infusion-90cm-Dual-Fuel-Range-Cooker/p/9000238715,https://media.wickes.co.uk/is/image/wickes/GPID_1100267003_00?$normal$
Rangemaster Classic 90cm Natural Gas Range Cooker,"From£2,659",Cookers,https://www.wickes.co.uk/Rangemaster-Classic-90cm-Natural-Gas-Range-Cooker/p/9000238725,https://media.wickes.co.uk/is/image/wickes/GPID_1100268025_00?$normal$
Leisure Cookmaster 100cm Gas Range Cooker,"£1,649",Cookers,https://www.wickes.co.uk/Leisure-Cookmaster-100cm-Gas-Range-Cooker/p/9000238737,https://media.wickes.co.uk/is/image/wickes/GPID_1000690987_00?$normal$
Rangemaster Infusion 90cm Induction Range Cooker,"£3,119",Cookers,https://www.wickes.co.uk/Rangemaster-Infusion-90cm-Induction-Range-Cooker/p/9000233435,https://media.wickes.co.uk/is/image/wickes/GPID_1100267010_00?$normal$
Leisure Cookmaster 100cm Electric Range Cooker,"£1,649",Cookers,https://www.wickes.co.uk/Leisure-Cookmaster-100cm-Electric-Range-Cooker/p/9000238736,https://media.wickes.co.uk/is/image/wickes/GPID_1000690986_00?$normal$
Rangemaster Professional+ 110cm Natural Gas Range Cooker - Stainless Steel,"£2,899",Cookers,https://www.wickes.co.uk/Rangemaster-Professional%2B-110cm-Natural-Gas-Range-Cooker---Stainless-Steel/p/211946,https://media.wickes.co.uk/is/image/wickes/A3060_211946_00?$normal$
Leisure Cuisinemaster 110cm Dual Fuel Range Cooker,"£1,849",Cookers,https://www.wickes.co.uk/Leisure-Cuisinemaster-110cm-Dual-Fuel-Range-Cooker/p/9000238743,https://media.wickes.co.uk/is/image/wickes/GPID_1000690974_00?$normal$
Rangemaster Professional+ 90cm Natural Gas Range Cooker - Stainless Steel,"£2,689",Cookers,https://www.wickes.co.uk/Rangemaster-Professional%2B-90cm-Natural-Gas-Range-Cooker---Stainless-Steel/p/211943,https://media.wickes.co.uk/is/image/wickes/A3060_211943_00?$normal$
Rangemaster Classic 90cm Dual Fuel Range Cooker,"£2,479",Cookers,https://www.wickes.co.uk/Rangemaster-Classic-90cm-Dual-Fuel-Range-Cooker/p/9000238724,https://media.wickes.co.uk/is/image/wickes/GPID_1100268007_00?$normal$
Rangemaster Professional+ 90cm Dual Fuel Range Cooker - Stainless Steel,"£2,479",Cookers,https://www.wickes.co.uk/Rangemaster-Professional%2B-90cm-Dual-Fuel-Range-Cooker---Stainless-Steel/p/203171,https://media.wickes.co.uk/is/image/wickes/A3060_203171_00?$normal$
Rangemaster Infusion 100cm Induction Range Cooker,"£3,229",Cookers,https://www.wickes.co.uk/Rangemaster-Infusion-100cm-Induction-Range-Cooker/p/9000238718,https://media.wickes.co.uk/is/image/wickes/GPID_1100267007_00?$normal$
Rangemaster Infusion 110cm Dual Fuel Range Cooker,"From£2,779",Cookers,https://www.wickes.co.uk/Rangemaster-Infusion-110cm-Dual-Fuel-Range-Cooker/p/9000238723,https://media.wickes.co.uk/is/image/wickes/GPID_1100267004_00?$normal$
Leisure Cuisinemaster 100cm Dual Fuel Range Cooker,"From£1,759",Cookers,https://www.wickes.co.uk/Leisure-Cuisinemaster-100cm-Dual-Fuel-Range-Cooker/p/9000238739,https://media.wickes.co.uk/is/image/wickes/GPID_1000690979_00?$normal$
Rangemaster Professional+ FX 90cm Induction Range Cooker,"£3,119",Cookers,https://www.wickes.co.uk/Rangemaster-Professional%2B-FX-90cm-Induction-Range-Cooker/p/9000238733,https://media.wickes.co.uk/is/image/wickes/A3060_225867_00?$normal$
Rangemaster Professional+ 110cm Dual Fuel Range Cooker - Stainless Steel,"£2,579",Cookers,https://www.wickes.co.uk/Rangemaster-Professional%2B-110cm-Dual-Fuel-Range-Cooker---Stainless-Steel/p/203172,https://media.wickes.co.uk/is/image/wickes/A3060_203172_00?$normal$
Rangemaster Kitchener 90cm Dual Fuel Range Cooker,"£2,099",Cookers,https://www.wickes.co.uk/Rangemaster-Kitchener-90cm-Dual-Fuel-Range-Cooker/p/9000238748,https://media.wickes.co.uk/is/image/wickes/A3060_203289_00?$normal$
Rangemaster Classic 100cm Natural Gas Range Cooker,"From£2,779",Cookers,https://www.wickes.co.uk/Rangemaster-Classic-100cm-Natural-Gas-Range-Cooker/p/9000238720,https://media.wickes.co.uk/is/image/wickes/GPID_1100268009_00?$normal$
Rangemaster Infusion 100cm Dual Fuel Range Cooker,"£2,579",Cookers,https://www.wickes.co.uk/Rangemaster-Infusion-100cm-Dual-Fuel-Range-Cooker/p/9000238716,https://media.wickes.co.uk/is/image/wickes/GPID_1100267002_00?$normal$
Leisure Cookmaster 90cm Electric Range Cooker,"£1,299",Cookers,https://www.wickes.co.uk/Leisure-Cookmaster-90cm-Electric-Range-Cooker/p/9000238726,https://media.wickes.co.uk/is/image/wickes/GPID_1000705259_00?$normal$
Rangemaster Kitchener 110cm Dual Fuel Range Cooker,"£2,369",Cookers,https://www.wickes.co.uk/Rangemaster-Kitchener-110cm-Dual-Fuel-Range-Cooker/p/9000238747,https://media.wickes.co.uk/is/image/wickes/A3060_203295_00?$normal$
Rangemaster Professional+ 90cm Induction Range Cooker - Stainless Steel,"£3,119",Cookers,https://www.wickes.co.uk/Rangemaster-Professional%2B-90cm-Induction-Range-Cooker---Stainless-Steel/p/212102,https://media.wickes.co.uk/is/image/wickes/A3060_212102_00?$normal$
Rangemaster Classic 110cm Natural Gas Range Cooker,"£2,899",Cookers,https://www.wickes.co.uk/Rangemaster-Classic-110cm-Natural-Gas-Range-Cooker/p/9000238732,https://media.wickes.co.uk/is/image/wickes/GPID_1100268013_00?$normal$
Zanussi ZHRN640K Ceramic Hob Black - 59cm,£210,Hobs,https://www.wickes.co.uk/Zanussi-ZHRN640K-Ceramic-Hob-Black---59cm/p/401376,https://media.wickes.co.uk/is/image/wickes/E0264_401376_00?$normal$
Zanussi ZGNT640X Gas Hob Stainless Steel - 60cm,£135,Hobs,https://www.wickes.co.uk/Zanussi-ZGNT640X-Gas-Hob-Stainless-Steel---60cm/p/401433,https://media.wickes.co.uk/is/image/wickes/E0264_401433_00?$normal$
Zanussi Ceramic Hob ZHRN643K,£249,Hobs,https://www.wickes.co.uk/Zanussi-Ceramic-Hob-ZHRN643K/p/231746,https://media.wickes.co.uk/is/image/wickes/GPID_1100672051_00?$normal$
Zanussi ZGNN645X Staninless Steel Gas Hob - 60cm,£249,Hobs,https://www.wickes.co.uk/Zanussi-ZGNN645X-Staninless-Steel-Gas-Hob---60cm/p/231755,https://media.wickes.co.uk/is/image/wickes/GPID_1100672060_00?$normal$
Zanussi 60cm Induction Hob Black ZITN646K,£256,Hobs,https://www.wickes.co.uk/Zanussi-60cm-Induction-Hob-Black-ZITN646K/p/139075,https://media.wickes.co.uk/is/image/wickes/E0264_139075_00?$normal$
Zanussi Induction Hob ZITN643K,£379,Hobs,https://www.wickes.co.uk/Zanussi-Induction-Hob-ZITN643K/p/231745,https://media.wickes.co.uk/is/image/wickes/GPID_1100672050_00?$normal$
AEG 60cm 4 Zone Induction Hob Black IKB64401FB,£479,Hobs,https://www.wickes.co.uk/AEG-60cm-4-Zone-Induction-Hob-Black-IKB64401FB/p/223853,https://media.wickes.co.uk/is/image/wickes/E0264_223853_00?$normal$
AEG ILB64334CB Black Plug & Play Induction Hob - 60cm,£449,Hobs,https://www.wickes.co.uk/AEG-ILB64334CB-Black-Plug+Play-Induction-Hob---60cm/p/239021,https://media.wickes.co.uk/is/image/wickes/GPID_5000006244_00?$normal$
AEG 90cm Induction Hob with Wok Burner HD955100NB,£969,Hobs,https://www.wickes.co.uk/AEG-90cm-Induction-Hob-with-Wok-Burner-HD955100NB/p/206423,https://media.wickes.co.uk/is/image/wickes/GPID_1100579823_00?$normal$
Samsung NA75J3030AS/EU 5 Burner Stainless Steel Gas Hob - 75cm,£349,Hobs,https://www.wickes.co.uk/Samsung-NA75J3030AS-EU-5-Burner-Stainless-Steel-Gas-Hob---75cm/p/272908,https://media.wickes.co.uk/is/image/wickes/GPID_5000061460_00?$normal$
AEG HGB64420YM Stainless Steel Gas Hob - 60cm,£389,Hobs,https://www.wickes.co.uk/AEG-HGB64420YM-Stainless-Steel-Gas-Hob---60cm/p/231756,https://media.wickes.co.uk/is/image/wickes/GPID_1100672061_00?$normal$
AEG 3 Zone Maxisense Flexi Induction Hob Black IKK93431FB,£999,Hobs,https://www.wickes.co.uk/AEG-3-Zone-Maxisense-Flexi-Induction-Hob-Black-IKK93431FB/p/217560,https://media.wickes.co.uk/is/image/wickes/E0264_217560_00?$normal$
Zanussi Induction Hob ZITN844K,£569,Hobs,https://www.wickes.co.uk/Zanussi-Induction-Hob-ZITN844K/p/231748,https://media.wickes.co.uk/is/image/wickes/GPID_1100672053_00?$normal$
AEG CCE84779FB Flexibridge Induction Hob with Extractor - 83cm,"£3,499",Hobs,https://www.wickes.co.uk/AEG-CCE84779FB-Flexibridge-Induction-Hob-with-Extractor---83cm/p/267196,https://media.wickes.co.uk/is/image/wickes/GPID_5000050593_00?$normal$
Zanussi ZGNN755X Stainless Steel Gas Hob - 75cm,£379,Hobs,https://www.wickes.co.uk/Zanussi-ZGNN755X-Stainless-Steel-Gas-Hob---75cm/p/231751,https://media.wickes.co.uk/is/image/wickes/GPID_1100672056_00?$normal$
Zanussi ZGGN645K Black Gas on Glass Hob - 60cm,£419,Hobs,https://www.wickes.co.uk/Zanussi-ZGGN645K-Black-Gas-on-Glass-Hob---60cm/p/231753,https://media.wickes.co.uk/is/image/wickes/GPID_1100672058_00?$normal$
